Date,Plant Number,Variety ,Block,Treatment ,chla (ug/mL),chlb (ug/mL),chla (mg/g FW),chlb (mg/g FW),chlt (ug/mL),chlt (mg/g) FW,chlt (mg/cm2),chla (mg/cm2),chlb(mg/cm2)
8/19/2021,3,Tahoe,1,N+,15.43,3.5,0.223940459,0.050784522,18.93313,0.274724982,0.024482496,0.003991353,0.000905147
8/19/2021,4,Tahoe,1,N+,12.7,2.87,0.180557488,0.040787204,15.56791,0.221344692,0.020130918,0.003284278,0.000741905
8/19/2021,5,Red Bordeaux,1,N+,11.72,3.64,0.130927263,0.040707263,15.36129,0.171634525,0.019863737,0.003030515,0.000942233
8/19/2021,6,Red Bordeaux,1,N+,13.77,3.38,0.183377314,0.045008657,17.14798,0.228385971,0.022174112,0.00356084,0.000873983
8/19/2021,7,Tahoe,1,Control,16.04,4.32,0.164985707,0.044454499,20.36806,0.209440206,0.026338009,0.004149533,0.001118069
8/19/2021,8,Tahoe,1,Control,14.42,6.69,0.202577845,0.093992037,21.10589,0.296569883,0.027292099,0.00372848,0.00172994
8/19/2021,9,Berry Blossom,1,Control,10.25,3.2,0.204580433,0.063863561,13.44457,0.268443993,0.01738522,0.002649846,0.000827198
8/19/2021,10,Berry Blossom,1,Control,11.29,3.25,0.195564675,0.056283983,14.54426,0.251848658,0.018807233,0.002920826,0.000840621
8/19/2021,11,Red Bordeaux,1,Control,13.65,4.08,0.206630013,0.061703909,17.7324,0.268333922,0.022929828,0.003531414,0.001054552
8/19/2021,12,Red Bordeaux,1,Control,9.86,2.59,0.154901937,0.040609948,12.44759,0.195511885,0.016096022,0.002550541,0.000668664
8/19/2021,13,Red Bordeaux,2,N+,11.16,4.55,0.1674063,0.068199,15.70702,0.2356053,0.020310802,0.002886316,0.001175845
8/19/2021,14,Red Bordeaux,2,N+,14.16,5.84,0.215846302,0.08907446,19.99772,0.304920762,0.025859121,0.003661014,0.00151081
8/19/2021,15,Berry Blossom,2,N+,13.46,4.22,0.21483,0.067318085,17.68128,0.282148085,0.022863724,0.003481728,0.001091017
8/19/2021,16,Berry Blossom,2,N+,13.87,5.35,0.218172267,0.084138401,19.22192,0.302310668,0.024855931,0.003587617,0.001383569
8/19/2021,17,Tahoe,2,N+,17.22,7.15,0.223386032,0.092748973,24.36874,0.316135005,0.031511302,0.004453278,0.001848983
8/19/2021,18,Tahoe,2,N+,12.19,3.96,0.176413607,0.057269964,16.14364,0.233683571,0.020875397,0.003151872,0.001023207
8/19/2021,19,Tahoe,2,Control,10.05,2.55,0.157070469,0.039795313,12.59941,0.196865781,0.016292341,0.002599787,0.000658681
8/19/2021,20,Tahoe,2,Control,12.28,3.59,0.147814002,0.043233701,15.87288,0.191047703,0.020525276,0.00317609,0.000928966
8/19/2021,21,Red Bordeaux,2,Control,10.4,2.46,0.161648549,0.038292746,12.86289,0.199941295,0.016633047,0.002689497,0.000637112
8/19/2021,22,Red Bordeaux,2,Control,12.82,4.69,0.201661022,0.07373945,17.51088,0.275400472,0.022643379,0.003316107,0.001212569
8/19/2021,23,Berry Blossom,2,Control,15.76,5.52,0.22734,0.079598077,21.28104,0.306938077,0.027518586,0.004076441,0.001427276
8/19/2021,24,Berry Blossom,2,Control,11.82,3.09,0.149993531,0.03920296,14.91499,0.18919649,0.019286625,0.003058058,0.000799267
8/19/2021,25,Tahoe,3,N+,16.25,5.15,0.233533796,0.07405509,21.40306,0.307588886,0.027676371,0.004202602,0.001332672
8/19/2021,26,Tahoe,3,N+,16.7,6.31,0.2409075,0.090963462,23.00972,0.331870962,0.029753948,0.004319721,0.001631069
8/19/2021,27,Berry Blossom,3,N+,15.51,5.22,0.21976562,0.073902715,20.72809,0.293668335,0.026803565,0.00401167,0.001349043
8/19/2021,28,Berry Blossom,3,N+,13.66,4.38,0.210453659,0.067466496,18.04165,0.277920154,0.02332972,0.003533263,0.001132681
8/19/2021,29,Red Bordeaux,3,N+,14.95,5.25,0.205521512,0.07211134,20.19779,0.277632852,0.026117832,0.003866816,0.00135675
8/19/2021,30,Red Bordeaux,3,N+,14.06,5.39,0.198779223,0.076213428,19.45573,0.27499265,0.025158272,0.003637146,0.001394509
8/19/2021,31,Berry Blossom,3,Control,14.17,4.74,0.209435911,0.070003448,18.90873,0.27943936,0.024450944,0.003665128,0.00122506
8/19/2021,32,Berry Blossom,3,Control,14.32,6,0.21589794,0.090402513,20.31793,0.306300452,0.026273185,0.003703766,0.001550871
8/19/2021,33,Red Bordeaux,3,Control,15.61,6.66,0.253206,0.107972432,22.27267,0.361178432,0.028800866,0.004038199,0.001721974
8/19/2021,34,Red Bordeaux,3,Control,14.23,5.57,0.212595019,0.083215442,19.79465,0.295810461,0.02559653,0.003679177,0.001440129
8/19/2021,35,Tahoe,3,Control,14.23,4.57,0.190130646,0.061083742,18.79921,0.251214388,0.024309323,0.003679684,0.001182181
8/19/2021,36,Tahoe,3,Control,12.66,3.88,0.154396341,0.047334146,16.5419,0.201730488,0.021390388,0.003274267,0.00100381
8/19/2021,37,Tahoe,4,N+,13.78,3.86,0.194472282,0.054561882,17.63992,0.249034165,0.022810241,0.003562531,0.000999517
8/19/2021,38,Tahoe,4,N+,15.55,7.26,0.216703833,0.10111777,22.8037,0.317821603,0.029487543,0.004021164,0.001876345
8/19/2021,39,Berry Blossom,4,N+,14.12,4.88,0.186380726,0.064438284,18.99954,0.25081901,0.024568371,0.003651295,0.001262379
8/19/2021,40,Berry Blossom,4,N+,10.45,4.01,0.136654379,0.052376471,14.46086,0.18903085,0.018699388,0.002703636,0.001036241
8/19/2021,41,Red Bordeaux,4,N+,16.73,5.44,0.254837817,0.082835025,22.17385,0.337672843,0.028673082,0.004327849,0.001406767
8/19/2021,42,Red Bordeaux,4,N+,13.73,4.27,0.185808703,0.057743405,18.00256,0.243552108,0.023279172,0.00355199,0.001103845
8/19/2021,43,Berry Blossom,4,Control,13.56,3.34,0.224521159,0.055319172,16.90702,0.279840331,0.021862526,0.003508143,0.000864362
8/19/2021,44,Berry Blossom,4,Control,12.55,4.88,0.222849763,0.086657396,17.43557,0.30950716,0.022545996,0.003246691,0.001262509
8/19/2021,45,Red Bordeaux,4,Control,11.13,2.85,0.1738325,0.044575,13.97808,0.2184075,0.018075103,0.002877228,0.000737793
8/19/2021,46,Red Bordeaux,4,Control,11.2,3.15,0.178063152,0.04999947,14.34894,0.228062623,0.018554664,0.002897364,0.000813569
8/19/2021,47,Tahoe,4,Control,12.87,3.04,0.169766769,0.040087912,15.91398,0.209854681,0.020578422,0.003329478,0.000786207
8/19/2021,48,Tahoe,4,Control,12.73,2.73,0.166200653,0.035707508,15.4628,0.201908161,0.019995,0.003291776,0.000707224
9/3/2021,1,Berry Blossom,1,N+,8.73,4.77,0.188825135,0.10312,10.16335,0.219748108,0.013142263,0.002258577,0.00123344
9/3/2021,2,Berry Blossom,1,N+,12.58,6.96,0.190141285,0.105211965,14.72241,0.222504937,0.019037599,0.003253711,0.001800394
9/3/2021,3,Tahoe,1,N+,11.93,6.71,0.186405898,0.104810547,14.05566,0.219619688,0.018175422,0.003085339,0.001734795
9/3/2021,4,Tahoe,1,N+,12.79,6.96,0.163084814,0.088773858,14.86267,0.18953458,0.01921897,0.003307388,0.001800349
9/3/2021,5,Red Bordeaux,1,N+,14.29,8.05,0.161032254,0.09067831,16.84875,0.18984507,0.021787177,0.003696107,0.002081302
9/3/2021,6,Red Bordeaux,1,N+,14.79,8.23,0.209733191,0.116764894,17.34771,0.246066809,0.022432384,0.003824015,0.002128946
9/3/2021,7,Tahoe,1,Control,13.31,7.14,0.172453283,0.092566199,15.37593,0.199256112,0.019882668,0.003441632,0.001847334
9/3/2021,8,Tahoe,1,Control,14.73,8.11,0.224872137,0.123806107,17.1997,0.26259084,0.022240991,0.003809256,0.002097233
9/3/2021,9,Berry Blossom,1,Control,11.49,6.45,0.227831256,0.128014215,13.52917,0.268347174,0.017494616,0.002970645,0.001669151
9/3/2021,10,Berry Blossom,1,Control,7.8,4.25,0.140081856,0.076261976,9.06306,0.162809461,0.011719474,0.002016696,0.001097909
9/3/2021,11,Red Bordeaux,1,Control,12.4,6.89,0.203836521,0.113336712,14.54032,0.239018959,0.018802138,0.003206911,0.001783099
9/3/2021,12,Red Bordeaux,1,Control,11.09,5.85,0.171952209,0.090734884,12.72477,0.197283256,0.016454444,0.002868341,0.001513552
9/3/2021,13,Red Bordeaux,2,N+,10.63,5.71,0.159675019,0.085717397,12.28468,0.184500826,0.015885362,0.002749576,0.001476039
9/3/2021,14,Red Bordeaux,2,N+,10.58,5.95,0.160227614,0.090135606,12.46189,0.188816515,0.016114513,0.00273492,0.001538522
9/3/2021,15,Berry Blossom,2,N+,14.66,8.07,0.194562212,0.107176327,17.11938,0.227248407,0.022137129,0.003790609,0.002088091
9/3/2021,16,Berry Blossom,2,N+,16.37,8.84,0.228360419,0.123333488,18.95792,0.264529116,0.024514552,0.004232542,0.002285922
9/3/2021,17,Tahoe,2,N+,19.97,11.06,0.257660419,0.142666129,23.37398,0.301599742,0.030224974,0.005164314,0.002859472
9/3/2021,18,Tahoe,2,N+,15.08,8.22,0.203319,0.110869551,17.53802,0.236467685,0.022678474,0.003899869,0.002126593
9/3/2021,19,Tahoe,2,Control,7.68,4.06,0.133015887,0.070380952,8.82317,0.152782165,0.011409272,0.001986638,0.001051164
9/3/2021,20,Tahoe,2,Control,13.07,7.23,0.145793336,0.080651487,15.29621,0.170589703,0.019779582,0.003380897,0.00187028
9/3/2021,21,Red Bordeaux,2,Control,6.5,3.5,0.130286895,0.07014591,7.52375,0.15072621,0.009728987,0.001681936,0.000905547
9/3/2021,22,Red Bordeaux,2,Control,7.49,4.06,0.113861065,0.06180076,8.69006,0.132168213,0.011237147,0.001936129,0.001050879
9/3/2021,23,Berry Blossom,2,Control,8.23,4.33,0.147928832,0.07775479,9.43272,0.16945006,0.012197483,0.002129665,0.001119401
9/3/2021,24,Berry Blossom,2,Control,6.95,3.71,0.134919757,0.07208301,8.01282,0.155588738,0.010361405,0.001796992,0.000960071
9/3/2021,25,Tahoe,3,N+,17.36,9.31,0.245423993,0.131640636,20.05654,0.283484664,0.025935181,0.004490624,0.002408683
9/3/2021,26,Tahoe,3,N+,13.1,7.16,0.200500944,0.109663776,15.25438,0.233485408,0.019725491,0.003387775,0.00185294
9/3/2021,27,Berry Blossom,3,N+,12.94,6.88,0.182220563,0.096923239,14.89234,0.209751268,0.019257336,0.003345947,0.001779711
9/3/2021,28,Berry Blossom,3,N+,13.15,7.46,0.157495569,0.089333234,15.55207,0.186252335,0.020110435,0.00340109,0.001929136
9/3/2021,29,Red Bordeaux,3,N+,11.49,6.48,0.155915769,0.087903394,13.54788,0.183907873,0.01751881,0.002970464,0.001674711
9/3/2021,30,Red Bordeaux,3,N+,12.31,7.01,0.144267393,0.082161035,14.58382,0.170904141,0.018858388,0.003183832,0.001813209
9/3/2021,31,Berry Blossom,3,Control,10.47,5.55,0.142553121,0.075639501,12.0349,0.163925993,0.015562371,0.002706666,0.001436172
9/3/2021,32,Berry Blossom,3,Control,10.29,5.72,0.157691839,0.08768659,12.06577,0.184916015,0.015602289,0.00266105,0.001479711
9/3/2021,33,Red Bordeaux,3,Control,9.58,5.05,0.160763161,0.084680559,10.98192,0.184311944,0.014200759,0.002477277,0.001304884
9/3/2021,34,Red Bordeaux,3,Control,7.28,3.98,0.11482159,0.062721288,8.47496,0.133639317,0.010959,0.001883173,0.001028683
9/3/2021,35,Tahoe,3,Control,15.16,8.3,0.202616292,0.110911804,17.66291,0.236029978,0.02283997,0.003921324,0.002146526
9/3/2021,36,Tahoe,3,Control,11.15,5.98,0.15483309,0.082986458,12.87278,0.178788611,0.016645836,0.002883099,0.001545265
9/3/2021,37,Tahoe,4,N+,10.85,5.68,0.172257063,0.090228571,12.41338,0.197037778,0.016051784,0.002806602,0.001470103
9/3/2021,38,Tahoe,4,N+,16.18,8.67,0.22466816,0.120358333,18.67513,0.259376806,0.024148875,0.004183476,0.002241155
9/3/2021,39,Berry Blossom,4,N+,14.36,7.85,0.178930093,0.097792212,16.71611,0.208300436,0.021615659,0.003713571,0.00202961
9/3/2021,40,Berry Blossom,4,N+,7.78,4.46,0.120755472,0.069260414,9.24301,0.143487865,0.011952168,0.002011724,0.001153843
9/3/2021,41,Red Bordeaux,4,N+,13.47,7.9,0.199254525,0.116861652,16.15674,0.23906397,0.020892336,0.00348266,0.00204256
9/3/2021,42,Red Bordeaux,4,N+,12.22,6.74,0.124607154,0.068735174,14.28339,0.145625047,0.018469901,0.003160832,0.001743563
9/3/2021,43,Berry Blossom,4,Control,13.84,7.37,0.232564328,0.123805462,15.93376,0.267794286,0.020604,0.003578684,0.00190511
9/3/2021,44,Berry Blossom,4,Control,7.34,4.01,0.157598372,0.086172451,8.54813,0.183501896,0.011053616,0.001898653,0.001038155
9/3/2021,45,Red Bordeaux,4,Control,8.94,4.77,0.166597174,0.088865683,10.30361,0.191992733,0.013323634,0.002312254,0.001233394
9/3/2021,46,Red Bordeaux,4,Control,11.07,5.98,0.174630473,0.094339159,12.82988,0.202310854,0.016590362,0.00286409,0.001547244
9/3/2021,47,Tahoe,4,Control,12.75,6.9,0.164213433,0.088849893,14.78509,0.190365966,0.019118651,0.003298425,0.001784657
9/3/2021,48,Tahoe,4,Control,18.15,9.94,0.192394664,0.105359629,21.14587,0.224161166,0.027343797,0.004693766,0.002570412
